cell	trait	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
L6_IT	ADHD	0.15664923549262819	0.17538631995586126	0.012164332662842767	1.1196117198038598	0.07765331649777003	0.12427942081706941	-1.0377160596651758e-10	2.706756141381421e-09	-0.038337995942832395
L6_IT	Drinks Per Week	0.15664923549262819	0.20688531095237395	0.011564047071029156	1.3206914818432665	0.07382127997409443	2.0056890825956132e-05	1.5847001159089041e-09	7.145662496197107e-10	2.2177091581813095
L6_IT	Alzheimer Disease	0.15664923549262819	0.2869637997713664	0.046321480085653406	1.831887649300853	0.29570192245102445	0.0032365820603270637	1.0271819935279205e-09	6.910043743365948e-10	1.4865057757616602
L6_IT	Alzheimer Disease2	0.15664923549262819	0.251786509685161	0.030055683044167985	1.6073267698584452	0.1918661329539804	0.006386154373831077	5.488260766920525e-10	4.47193644006007e-10	1.2272671672513313
L6_IT	Alzheimer Disease3	0.15664923549262819	0.23640620139162247	0.027186269515687627	1.509143665132969	0.17354868940274526	0.0020480389095324653	7.125524979010189e-10	7.432313707980915e-10	0.9587223116482163
L6_IT	Anorexia	0.15664923549262819	0.14778924064102503	0.014301115504115405	0.9434405484090594	0.09129387359690247	0.5312408108020945	-5.261542070285142e-09	4.782498187588818e-09	-1.1001660353870082
L6_IT	Autism	0.15664923549262819	0.20288662027218907	0.022115988485615946	1.2951650841713607	0.14118159221183502	0.039857696727893396	7.764887768181629e-09	5.5271922513821035e-09	1.4048521229273285
L6_IT	BMI	0.15664923549262819	0.19927644644765394	0.008274601641034173	1.2721188572735278	0.052822483397460124	4.6793030632981666e-07	4.173540501665697e-09	2.2355493741316787e-09	1.866897036567024
L6_IT	Bipolar Disorder2	0.15664923549262819	0.22006093633691515	0.013092513047522106	1.4048005765548155	0.08357853140073723	5.11641476658405e-06	7.754355464007238e-09	3.254402792417852e-09	2.3827276334919056
L6_IT	Bipolar Disorder	0.15664923549262819	0.237351202983637	0.017450215936963692	1.5151762613920103	0.11139675136036581	6.129400733451045e-06	1.9387444574100816e-08	7.12859824574288e-09	2.719671372373774
